"timesheet_id","employee_id","date","checkin","checkout"
34810376,15735,2020-02-21,"06:27:40","15:03:54"
34810378,15735,2020-02-23,"09:23:12","21:01:01"
34810379,15735,2020-02-24,"13:06:56","21:28:24"
34810380,15735,2020-02-25,"13:12:15","21:02:15"
34810381,15735,2020-02-26,"13:14:33","21:06:46"
34810382,15735,2020-02-27,"13:20:28","21:04:11"
34810383,15735,2020-02-28,"13:19:13","21:23:04"
34810384,15735,2020-02-29,"06:03:54","15:57:49"
34810385,21798,2020-02-01,,"05:50:48"
34810387,21798,2020-02-03,"17:02:11",
34810388,21798,2020-02-04,"16:40:30","05:52:19"
34810389,21798,2020-02-05,,"05:48:26"
34810391,21798,2020-02-07,"16:28:33",
34810392,21798,2020-02-08,"16:24:00","05:50:41"
34810393,21798,2020-02-09,,"05:51:59"
34810395,21798,2020-02-11,"16:26:43",
34810396,21798,2020-02-12,"16:25:22","05:51:41"
34810397,21798,2020-02-13,,"05:55:48"
34810399,21798,2020-02-15,"16:09:59",
34810400,21798,2020-02-16,"16:44:46","05:52:07"
34810401,21798,2020-02-17,,"05:52:26"
34810403,21798,2020-02-19,"16:00:51",
34810404,21798,2020-02-20,"16:24:44","05:55:12"
34810405,21798,2020-02-21,,"05:50:56"
34810407,21798,2020-02-23,"16:07:10",
34810408,21798,2020-02-24,"16:14:32","05:53:40"
34810409,21798,2020-02-25,,"06:01:51"
34810411,21798,2020-02-27,"16:44:18",
34810412,21798,2020-02-28,"16:52:24","06:00:57"
34810413,21798,2020-02-29,,"05:55:08"
34810415,26628,2020-02-02,"09:35:30","21:05:47"
34810416,26628,2020-02-03,"13:50:30","21:06:14"
34810417,26628,2020-02-04,"13:41:22","21:04:28"
34810418,26628,2020-02-05,"13:46:23","21:14:28"
34810420,26628,2020-02-07,"13:51:40","21:05:45"
34810421,26628,2020-02-08,"07:49:42","15:06:10"
34810423,26628,2020-02-10,"13:28:51","21:14:07"
34810424,26628,2020-02-11,,"21:14:04"
34810425,26628,2020-02-12,"13:36:54","21:01:18"
34810426,26628,2020-02-13,"13:38:43","21:01:02"
34810427,26628,2020-02-14,"13:53:05","21:02:50"
34810428,26628,2020-02-15,"13:51:01","21:09:57"
34810430,26628,2020-02-17,"07:41:13","15:03:53"
34810431,26628,2020-02-18,"07:42:36","15:03:28"
34810432,26628,2020-02-19,"07:48:24","15:02:23"
34810433,26628,2020-02-20,"08:06:40","15:01:27"
34810434,26628,2020-02-21,"07:59:12","15:03:18"
34810436,26628,2020-02-23,"09:52:10","21:04:31"
34810437,26628,2020-02-24,"12:52:33","21:25:11"
34810438,26628,2020-02-25,"13:17:23","21:03:40"
34810439,26628,2020-02-26,"13:18:52","21:03:58"
34810440,26628,2020-02-27,"13:31:57","21:10:37"
34810441,26628,2020-02-28,"13:39:38","21:05:54"
34810442,26628,2020-02-29,"07:46:21",
34810443,26631,2020-02-01,"08:12:36","16:40:31"
34810445,26631,2020-02-03,"08:04:48","15:17:10"
34810446,26631,2020-02-04,"07:48:40","15:04:55"
34810447,26631,2020-02-05,"07:33:25","15:00:57"
34810448,26631,2020-02-06,"07:38:55","15:03:52"
34810449,26631,2020-02-07,"07:49:59","15:09:03"
34810450,26631,2020-02-08,"13:52:20","21:04:26"
34810452,26631,2020-02-10,"13:29:00","21:14:28"
34810453,26631,2020-02-11,"13:49:01","21:17:36"
34810454,26631,2020-02-12,"13:40:14","21:05:26"
34810455,26631,2020-02-13,"13:37:13","21:01:57"
34810456,26631,2020-02-14,"13:52:15","21:03:05"
34810458,26631,2020-02-16,"10:05:44","21:06:28"
34810459,26631,2020-02-17,"13:46:22","21:19:11"
34810460,26631,2020-02-18,"13:09:53","21:04:03"
34810461,26631,2020-02-19,"13:43:34","21:06:20"
34810463,26631,2020-02-21,"13:46:45","21:01:08"
34810464,26631,2020-02-22,"07:54:39","15:04:37"
34810466,26631,2020-02-24,"07:52:59","15:13:32"
34810467,26631,2020-02-25,"08:37:46","16:09:29"
34810468,26631,2020-02-26,"08:00:47","15:18:12"
34810469,26631,2020-02-27,"08:08:39","15:17:27"
34810470,26631,2020-02-28,"08:10:13","15:16:34"
34810471,26631,2020-02-29,"13:36:28","21:19:06"
34810472,26648,2020-02-01,"12:55:21","21:42:38"
34810474,26648,2020-02-03,"13:07:03","21:04:00"
34810475,26648,2020-02-04,"13:04:56","21:03:47"
34810476,26648,2020-02-05,"13:04:52","21:07:03"
34810477,26648,2020-02-06,"13:00:53","21:06:38"
34810478,26648,2020-02-07,"13:12:44","21:05:51"
34810480,26648,2020-02-09,"09:30:33","21:02:50"
34810481,26648,2020-02-10,"08:01:04","15:01:28"
34810482,26648,2020-02-11,"07:22:15","15:07:31"
34810483,26648,2020-02-12,"07:31:23","15:01:35"
34810484,26648,2020-02-13,"07:01:33","15:06:39"
34810485,26648,2020-02-14,"07:18:11","15:02:46"
34810486,26648,2020-02-15,"07:44:02","15:02:13"
34810488,26648,2020-02-17,"12:57:54","21:09:48"
34810489,26648,2020-02-18,"12:59:22","21:04:23"
34810490,26648,2020-02-19,"12:56:09","21:07:23"
34810491,26648,2020-02-20,"13:00:26","21:05:14"
34810492,26648,2020-02-21,"13:15:38","21:00:44"
34810493,26648,2020-02-22,"12:52:48","21:24:03"
34810495,26648,2020-02-24,"12:58:58","21:20:46"
34810496,26648,2020-02-25,"12:29:50","21:02:41"
34810497,26648,2020-02-26,"12:41:20","21:04:35"
34810498,26648,2020-02-27,"12:42:35","21:07:51"
34810499,26648,2020-02-28,"12:10:12","21:05:38"
34810501,33936,2020-02-01,"08:02:50","15:08:22"
34810503,33936,2020-02-03,"09:37:05","17:08:39"
34810504,33936,2020-02-04,"09:39:40","17:05:31"
34810505,33936,2020-02-05,"09:47:23","17:02:58"
34810506,33936,2020-02-06,"09:36:59","17:01:14"
34810507,33936,2020-02-07,"09:41:34","17:05:13"
34810509,33936,2020-02-09,"10:00:56","21:08:15"
34810510,33936,2020-02-10,"13:31:48","21:16:16"
34810511,33936,2020-02-11,"13:46:09","21:12:02"
34810512,33936,2020-02-12,"13:52:12","21:02:10"
34810513,33936,2020-02-13,"13:38:59","21:01:02"
34810514,33936,2020-02-14,"14:00:49","21:02:36"
34810515,33936,2020-02-15,"08:00:58","15:01:48"
34810517,33936,2020-02-17,"07:55:38","15:04:10"
34810518,33936,2020-02-18,"07:52:02","15:05:24"
34810519,33936,2020-02-19,"07:56:58","15:02:11"
34810520,33936,2020-02-20,"08:03:32","15:02:29"
34810521,33936,2020-02-21,"07:54:47","15:02:08"
34810522,33936,2020-02-22,"08:01:06","15:07:04"
34810524,33936,2020-02-24,"13:46:29","21:25:42"
34810526,33936,2020-02-26,"09:44:32","17:02:13"
34810527,33936,2020-02-27,"09:50:14","17:01:50"
34810528,33936,2020-02-28,"09:54:44","17:09:29"
34810529,33936,2020-02-29,"13:47:00","21:18:57"
34810530,49616,2020-02-01,"16:53:17",
34810531,49616,2020-02-02,"16:56:42","07:01:37"
34810532,49616,2020-02-03,,"06:09:11"
34810534,49616,2020-02-05,"16:59:32",
34810535,49616,2020-02-06,"17:01:04","06:40:36"
34810536,49616,2020-02-07,,"06:30:12"
34810538,49616,2020-02-09,"16:55:19",
34810539,49616,2020-02-10,"16:59:02","06:03:56"
34810540,49616,2020-02-11,,"06:09:17"
34810542,49616,2020-02-13,"16:57:18",
34810543,49616,2020-02-14,"16:55:11","06:16:10"
34810544,49616,2020-02-15,,"06:16:26"
34810546,49616,2020-02-17,"16:53:12",
34810547,49616,2020-02-18,"16:59:01","06:13:09"
34810548,49616,2020-02-19,,"06:16:53"
34810550,49616,2020-02-21,"16:58:13",
34810551,49616,2020-02-22,"16:47:33","06:11:30"
34810552,49616,2020-02-23,,"06:21:38"
34810554,49616,2020-02-25,"16:56:38",
34810555,49616,2020-02-26,"17:03:04","06:18:08"
34810556,49616,2020-02-27,,"06:24:13"
34810558,49616,2020-02-29,"16:42:17",
34841515,18,2020-01-28,"06:50:54","23:15:42"
34841516,32,2020-01-28,"07:53:08","17:27:46"
34841517,26622,2020-01-28,"07:54:38","17:23:23"
34841519,9899,2020-01-28,"08:27:06","19:01:13"
34841521,30,2020-01-28,"08:29:12","18:58:55"
34841523,9898,2020-01-28,"08:29:16","18:53:27"
34841524,28754,2020-01-28,"08:52:27","18:02:56"
34841526,66,2020-01-28,"08:52:33","19:28:57"
34841528,9900,2020-01-28,"08:53:51","19:00:59"
34841530,9896,2020-01-28,"09:04:23","18:59:53"
34841531,13,2020-01-28,"09:04:31","19:00:00"
34841532,19,2020-01-28,"09:07:40","18:40:54"
34841533,14,2020-01-28,"09:07:49","18:40:38"
34841534,9876,2020-01-28,"09:09:05","19:08:36"
34841536,21,2020-01-28,"09:30:01","18:55:00"
34841537,28,2020-01-28,"09:32:54","19:27:40"
34841538,9,2020-01-28,"09:35:00","19:25:00"
34841540,27,2020-01-28,"09:38:52","19:08:24"
34841541,15142,2020-01-28,"09:39:19","20:17:59"
34841542,28763,2020-01-28,"09:40:16","19:08:30"
34841543,17,2020-01-28,"09:41:11","19:05:04"
34841544,15132,2020-01-28,"09:49:09","19:08:47"
34841545,26612,2020-01-28,"09:55:02","19:00:46"
34841546,23,2020-01-28,"09:59:26","19:08:03"
34841547,58130,2020-01-28,"10:51:05","19:17:29"
34841549,29,2020-01-28,"11:45:36","17:43:19"
34854708,8,2020-01-28,,"17:44:58"
34867864,26,2020-01-29,"06:34:57","18:58:22"
34870972,9895,2020-01-29,"07:35:00","17:56:00"
34878688,68,2020-01-29,"08:21:04","18:03:41"
34880105,9901,2020-01-29,"08:28:41","18:10:00"
34883587,9908,2020-01-29,"08:46:08","18:03:15"
34883880,22,2020-01-29,"08:47:00","18:37:34"
34884443,62,2020-01-29,"08:52:36","18:05:59"
34886333,64,2020-01-29,"09:03:00","19:44:29"
34886462,69,2020-01-29,"09:04:16","18:27:50"
34888438,51311,2020-01-29,"09:20:20","19:05:58"
34889684,15,2020-01-29,"09:32:11","15:14:00"
34893627,59,2020-01-29,"09:47:27","18:05:54"
34893801,61,2020-01-29,"09:48:53","17:30:45"
34895802,9897,2020-01-28,"09:30:00","19:01:00"
34895842,18,2020-01-29,"06:55:43","18:13:24"
34896047,57649,2020-01-29,"07:56:21","17:26:39"
34896049,32,2020-01-29,"07:57:25","17:29:07"
34896054,66,2020-01-29,"08:21:36","18:50:10"
34896060,9876,2020-01-29,"08:37:55","18:59:11"
34896062,26622,2020-01-29,"08:40:04","17:41:37"
34896063,28754,2020-01-29,"08:53:00","18:02:21"
34896065,13,2020-01-29,"09:14:19","18:59:04"
34896070,14,2020-01-29,"09:14:25","19:58:19"
34896074,9896,2020-01-29,"09:14:32","18:58:07"
34896078,9900,2020-01-29,"09:22:38","18:30:10"
34896080,28,2020-01-29,"09:26:58","18:53:42"
34896082,28763,2020-01-29,"09:28:31","18:57:56"
34896084,58130,2020-01-29,"09:29:16","18:42:35"
34896089,9,2020-01-29,"09:31:00","19:12:00"
34896096,23,2020-01-29,"09:32:02","18:22:10"
34896103,30,2020-01-29,"09:33:48","18:45:57"
34896108,15142,2020-01-29,"09:36:59","19:02:02"
34896118,21,2020-01-29,"09:47:49","18:53:20"
34896120,9899,2020-01-29,"09:47:54","18:58:40"
34896125,9897,2020-01-29,"09:49:00","19:58:00"
34896129,9898,2020-01-29,"09:49:09","18:58:32"
34896133,8,2020-01-29,"09:52:00",
34896135,17,2020-01-29,"09:52:03","19:13:00"
34896138,27,2020-01-29,"09:54:25","18:58:52"
34896143,15132,2020-01-29,"09:57:05","18:59:36"
34901968,29,2020-01-29,"10:27:10","17:56:52"
34958200,48508,2020-01-30,"07:38:20","18:19:37"
34962009,9895,2020-01-30,"07:57:00","17:00:00"
34966033,26622,2020-01-30,"08:14:21","17:21:40"
34966236,69,2020-01-30,"08:15:47","18:19:56"
34970072,9901,2020-01-30,"08:37:08","17:50:00"
34971864,62,2020-01-30,"08:53:44","18:16:16"
34972915,9908,2020-01-30,"09:00:32","18:00:59"
34976511,68,2020-01-30,"09:05:57","18:02:25"
34976665,59,2020-01-30,"09:07:46","18:15:53"
34976744,15,2020-01-30,"09:08:37","18:53:37"
34976929,64,2020-01-30,"09:11:08","18:02:52"
34977208,70,2020-01-30,"09:12:31","18:03:12"
34977597,1,2020-01-30,"09:14:48",
34979378,51311,2020-01-30,"09:33:07","18:46:07"
34984644,60,2020-01-30,"10:12:13","18:35:00"
34987575,19,2020-01-29,"09:43:00","18:39:13"
34987610,66,2020-01-30,"08:02:27","18:49:11"
34987613,32,2020-01-30,"08:05:57","17:08:18"
34987634,9899,2020-01-30,"08:21:51","18:11:24"
34987673,57649,2020-01-30,"08:28:19","17:59:42"
34987679,9876,2020-01-30,"08:42:17","18:04:50"
34987683,28754,2020-01-30,"08:52:50","18:04:04"
34987685,17,2020-01-30,"08:56:29","18:52:51"
34987687,13,2020-01-30,"08:59:36","18:02:11"
34987697,23,2020-01-30,"08:59:43","18:11:14"
34987750,14,2020-01-30,"09:06:54","18:12:00"
34987751,19,2020-01-30,"09:06:59","18:23:12"
34987753,28,2020-01-30,"09:12:25","18:52:56"
34987755,9900,2020-01-30,"09:19:30","19:11:41"
34987758,9897,2020-01-30,"09:25:00","19:26:00"
34987759,26,2020-01-30,"09:25:25","18:38:34"
34987778,15142,2020-01-30,"09:34:03","19:12:21"
34987805,9,2020-01-30,"09:34:00","19:06:00"
34987825,27,2020-01-30,"09:36:32","19:11:51"
34987830,61,2020-01-30,"08:49:00","17:38:23"
34987832,58130,2020-01-30,"09:36:38","19:11:06"
34987833,26612,2020-01-30,"09:38:11","19:12:04"
34987840,21,2020-01-30,"09:40:54","18:56:16"
34987855,15132,2020-01-30,"09:49:00","18:04:59"
34987862,9896,2020-01-30,"09:49:37","19:11:13"
34987864,28763,2020-01-30,"10:05:45","19:11:27"
35067660,26,2020-01-31,"07:20:21","18:31:44"
35069811,9895,2020-01-31,"07:46:00","17:00:00"
35078315,48508,2020-01-31,"08:35:13",
35079302,9908,2020-01-31,"08:41:20","20:09:13"
35081083,9901,2020-01-31,"08:54:11","17:52:00"
35081386,62,2020-01-31,"08:56:32","19:05:28"
35081567,26622,2020-01-31,"08:57:45","18:00:33"
35081628,70,2020-01-31,"08:58:19","18:12:22"
35081963,69,2020-01-31,"09:01:02","18:43:04"
35082783,64,2020-01-31,"09:08:14","18:09:02"
35087074,15,2020-01-31,"09:17:09","18:46:16"
35087118,59,2020-01-31,"09:17:45","18:01:05"
35087360,61,2020-01-31,"09:19:41","18:26:19"
35087986,68,2020-01-31,"09:22:37","18:10:26"
35102321,60,2020-01-31,"09:57:04","19:01:06"
35104102,8,2020-01-31,"10:08:07","18:16:10"
35117341,71,2020-02-03,"09:16:25","20:06:03"
35117342,71,2020-02-04,"09:14:05","20:19:37"
35117343,71,2020-02-05,"09:25:09","19:08:13"
35117344,71,2020-02-06,"09:20:07","19:19:48"
35117345,71,2020-02-07,"08:42:57","20:27:35"
35117348,71,2020-02-10,"09:17:55","18:19:05"
35117349,71,2020-02-11,"09:07:46","18:17:33"
35117350,71,2020-02-12,"09:10:46","18:23:51"
35117351,71,2020-02-13,"09:09:14","18:05:58"
35117352,71,2020-02-14,"09:24:01","19:28:58"
35117355,71,2020-02-17,"08:48:51","18:54:03"
35117356,71,2020-02-18,"09:18:40","20:56:07"
35117357,71,2020-02-19,"09:16:15","19:22:47"
35117358,71,2020-02-20,"08:55:18","19:57:18"
35117359,71,2020-02-21,"08:58:23","18:32:37"
35117362,71,2020-02-24,"08:34:05","18:33:46"
35117363,71,2020-02-25,"09:02:41","18:56:28"
35117364,71,2020-02-26,"09:28:05","18:34:35"
35117365,71,2020-02-27,"09:09:30","18:54:40"
35117366,71,2020-02-28,"09:08:47","18:10:24"
35117368,74,2020-02-01,"16:00:12","22:00:16"
35117370,74,2020-02-03,"14:57:52","21:59:41"
35117371,74,2020-02-04,"07:58:57","15:05:20"
35117372,74,2020-02-05,"14:57:46","22:14:08"
35117373,74,2020-02-06,"14:56:47","22:09:09"
35117375,74,2020-02-07,"14:50:40","22:01:38"
35117376,74,2020-02-08,"14:59:33","22:01:03"
35117377,74,2020-02-09,"08:00:45","15:09:29"
35117379,74,2020-02-11,"14:53:02","21:59:56"
35117380,74,2020-02-12,"07:59:31","15:16:02"
35117381,74,2020-02-13,"07:55:52","15:06:01"
35117382,74,2020-02-14,"12:59:41","21:59:49"
35117383,74,2020-02-15,"12:49:53","21:59:52"
35117384,74,2020-02-16,"14:10:38","21:59:50"
35117385,74,2020-02-17,"07:53:04","15:35:35"
35117387,74,2020-02-19,"14:43:07","22:04:07"
35117388,74,2020-02-20,"07:53:36","16:10:29"
35117389,74,2020-02-21,"13:58:14","21:59:01"
35117390,74,2020-02-22,"14:00:38","21:59:13"
35117391,74,2020-02-23,"07:55:18","15:50:11"
35117392,74,2020-02-24,"07:50:41","15:26:29"
35117394,74,2020-02-26,"07:59:03","15:38:18"
35117395,74,2020-02-27,"14:48:32","21:59:36"
35117396,74,2020-02-28,"13:25:32","21:59:08"
35117397,74,2020-02-29,"14:55:47","22:02:01"
35117398,76,2020-02-01,"15:06:50","22:02:32"
35117399,76,2020-02-02,"14:53:14","22:02:18"
35117401,76,2020-02-04,"14:52:41","22:01:25"
35117402,76,2020-02-05,"07:51:35","15:22:30"
35117403,76,2020-02-06,"07:34:59","15:04:38"
35117404,76,2020-02-07,"07:52:09","15:01:13"
35117405,76,2020-02-08,"07:41:12","15:04:34"
35117406,76,2020-02-09,"14:58:58","21:59:32"
35117407,76,2020-02-10,"14:55:59","22:01:40"
35117408,76,2020-02-11,"14:51:11","21:59:46"
35117409,76,2020-02-12,"14:35:35","22:00:25"
35117410,76,2020-02-13,"14:49:01","21:59:46"
35117412,76,2020-02-15,"14:47:11","22:00:01"
35117413,76,2020-02-16,"14:42:15","22:00:19"
35117414,76,2020-02-17,"13:49:21","22:00:04"
35117415,76,2020-02-18,"08:04:02","15:11:57"
35117416,76,2020-02-19,"14:45:10","22:04:31"
35117417,76,2020-02-20,"14:51:52","21:58:49"
35117418,76,2020-02-21,"14:49:56","21:59:37"
35117419,76,2020-02-22,"15:06:02","22:01:19"
35117421,76,2020-02-24,"14:41:09","21:58:51"
35117422,76,2020-02-25,"14:42:07","22:00:29"
35117423,76,2020-02-26,"14:45:06","21:59:55"
35117424,76,2020-02-27,"14:32:20","22:00:05"
35117425,76,2020-02-28,"14:55:56","21:59:28"
35117427,77,2020-02-01,"07:51:35","15:14:05"
35117428,77,2020-02-03,"14:58:10","22:17:39"
35117429,77,2020-02-04,"15:00:56","22:31:18"
35117430,77,2020-02-05,"14:53:01","22:36:35"
35117431,77,2020-02-06,"07:53:17","16:43:28"
35117433,77,2020-02-08,"15:08:41","22:25:26"
35117434,77,2020-02-09,"15:01:57","22:50:49"
35117435,77,2020-02-10,"14:04:00","22:14:00"
35117436,77,2020-02-11,"08:00:41","15:32:28"
35117437,77,2020-02-12,"07:39:21","16:25:34"
35117438,77,2020-02-13,"14:57:37","22:10:21"
35117439,77,2020-02-14,"07:49:36","15:38:44"
35117441,77,2020-02-16,"15:04:32","22:26:25"
35117442,77,2020-02-17,"07:47:38","15:21:40"
35117443,77,2020-02-18,"15:03:32","22:21:19"
35117444,77,2020-02-19,"08:04:15","18:44:45"
35117445,77,2020-02-20,"07:53:48","16:12:46"
35117446,77,2020-02-21,"07:52:44","16:03:38"
35117448,77,2020-02-23,"15:11:35","22:24:02"
35117449,77,2020-02-24,"07:55:06","16:08:44"
35117450,77,2020-02-25,"07:57:13","16:15:05"
35117451,77,2020-02-26,"07:55:59","17:11:52"
35117453,77,2020-02-28,"14:59:45","22:11:18"
35117454,77,2020-02-29,"15:08:49","22:20:28"
35117455,78,2020-02-01,"14:39:57","22:34:38"
35117457,78,2020-02-03,"07:54:49","15:33:02"
35117458,78,2020-02-04,"07:38:55","15:50:30"
35117459,78,2020-02-05,"07:42:17","15:32:37"
35117460,78,2020-02-06,"15:07:13","22:15:05"
35117461,78,2020-02-07,"07:51:02","16:39:18"
35117462,78,2020-02-08,"08:01:01","15:20:36"
35117466,78,2020-02-12,"14:45:24","22:17:09"
35117467,78,2020-02-13,"07:38:28","16:20:31"
35117468,78,2020-02-14,"14:57:09","22:16:50"
35117469,78,2020-02-15,"16:06:45","22:17:08"
35117471,78,2020-02-17,"15:12:16","22:07:33"
35117472,78,2020-02-18,"07:58:49","17:32:46"
35117473,78,2020-02-19,"15:11:55","22:27:21"
35117474,78,2020-02-20,"15:11:19","22:22:44"
35117475,78,2020-02-21,"15:07:45","22:02:48"
35117476,78,2020-02-22,"07:51:19","15:52:33"
35117478,78,2020-02-24,"22:15:09","22:15:35"
35117479,78,2020-02-25,"15:27:53","22:13:40"
35117480,78,2020-02-26,"15:24:33","22:23:35"
35117481,78,2020-02-27,"08:37:03","15:20:17"
35117482,78,2020-02-28,"08:51:47","15:56:52"
35117483,78,2020-02-29,"08:07:50","15:25:04"
35117484,80,2020-02-01,"14:57:52","22:34:11"
35117485,80,2020-02-02,"08:01:22","15:32:30"
35117487,80,2020-02-04,"15:07:36","22:26:02"
35117488,80,2020-02-05,"12:05:00","21:45:00"
35117489,80,2020-02-06,"08:05:12","16:15:16"
35117490,80,2020-02-07,"07:47:19","15:52:22"
35117492,80,2020-02-09,"15:03:23","22:48:30"
35117493,80,2020-02-10,"15:01:13","22:17:21"
35117494,80,2020-02-11,"15:12:00","22:20:00"
35117495,80,2020-02-12,"07:54:19","16:17:43"
35117496,80,2020-02-13,"07:44:18","15:51:47"
35117497,80,2020-02-14,"15:10:07","22:24:29"
35117498,80,2020-02-15,"07:55:17","15:47:28"
35117499,80,2020-02-16,"08:10:30","15:47:04"
35117501,80,2020-02-18,"15:10:10","22:27:51"
35117502,80,2020-02-19,"15:20:44","22:25:58"
35117503,80,2020-02-20,"08:14:26","15:47:41"
35117504,80,2020-02-21,"08:08:54","16:18:21"
35117505,80,2020-02-22,"15:12:39","22:12:34"
35117506,80,2020-02-23,"08:05:11","15:12:14"
35117507,80,2020-02-24,"07:24:54","16:00:31"
35117509,80,2020-02-26,"15:07:27","22:24:06"
35117510,80,2020-02-27,"15:05:51","22:10:19"
35117511,80,2020-02-28,"15:14:51","22:20:28"
35117512,80,2020-02-29,"07:39:34","15:19:53"
35117513,81,2020-02-01,"07:52:27","15:12:43"
35117514,81,2020-02-02,"15:13:17","22:14:00"
35117515,81,2020-02-03,"07:47:48","15:41:01"
35117517,81,2020-02-05,"15:03:38","22:39:12"
35117518,81,2020-02-06,"15:05:17","22:14:52"
35117519,81,2020-02-07,"15:07:56","22:15:41"
35117520,81,2020-02-08,"15:03:56","22:25:48"
35117521,81,2020-02-09,"07:58:58","15:18:33"
35117522,81,2020-02-10,"07:50:40","15:50:28"
35117523,81,2020-02-11,"07:52:01","15:30:46"
35117525,81,2020-02-13,"15:10:52","22:11:28"
35117526,81,2020-02-14,"15:09:47","22:25:01"
35117527,81,2020-02-15,"15:03:24","22:15:17"
35117528,81,2020-02-16,"15:01:24","22:30:49"
35117529,81,2020-02-17,"07:50:33","15:18:23"
35117530,81,2020-02-18,"12:00:00","19:20:00"
35117531,81,2020-02-19,"07:48:15","17:07:20"
35117533,81,2020-02-21,"14:56:19","22:12:54"
35117534,81,2020-02-22,"15:01:21","22:12:32"
35117535,81,2020-02-23,"15:05:02","22:26:42"
35117536,81,2020-02-24,"15:06:45","22:16:37"
35117537,81,2020-02-25,"14:59:01","22:13:09"
35117538,81,2020-02-26,"07:46:59","17:04:20"
35117539,81,2020-02-27,"07:48:26","15:13:37"
35117540,81,2020-02-28,"07:52:16","15:35:57"
35117543,82,2020-02-02,"14:58:01","22:14:21"
35117544,82,2020-02-03,"14:51:06","22:20:12"
35117545,82,2020-02-04,"07:31:45",
35117546,82,2020-02-05,"07:39:20",
35117547,82,2020-02-06,"15:08:02","22:15:46"
35117548,82,2020-02-07,"14:51:08","22:15:56"
35117549,82,2020-02-08,"07:44:53","15:31:46"
35117550,82,2020-02-09,"08:07:14","15:19:12"
35117552,82,2020-02-11,"15:14:45","22:19:19"
35117553,82,2020-02-12,"14:59:56","22:19:54"
35117554,82,2020-02-13,"14:54:43","22:10:43"
35117555,82,2020-02-14,"07:49:31","15:25:39"
35117556,82,2020-02-15,"07:51:29","16:06:30"
35117557,82,2020-02-16,"07:57:55","16:00:23"
35117558,82,2020-02-17,"14:53:25","22:07:25"
35117559,82,2020-02-18,"07:46:59","15:13:53"
35117561,82,2020-02-20,"15:05:10","22:21:24"
35117562,82,2020-02-21,"15:07:01","22:12:25"
35117563,82,2020-02-22,"07:43:37","15:31:47"
35117564,82,2020-02-23,"08:04:35","15:12:11"
35117565,82,2020-02-24,"15:03:24","22:17:32"
35117566,82,2020-02-25,"07:52:13","16:14:56"
35117568,82,2020-02-27,"14:59:39","22:08:17"
35117569,82,2020-02-28,"14:56:22","22:14:48"
35117570,82,2020-02-29,"15:11:16","22:15:01"
35117571,83,2020-02-01,"07:56:10","15:21:43"
35117572,83,2020-02-02,"08:01:22","15:07:28"
35117573,83,2020-02-03,"07:58:38","15:14:25"
35117574,83,2020-02-04,"14:49:06","22:00:04"
35117576,83,2020-02-06,"14:56:23","21:57:55"
35117577,83,2020-02-07,"15:07:53","22:03:33"
35117578,83,2020-02-08,"08:17:35","15:27:17"
35117580,83,2020-02-09,"08:00:00","15:00:00"
35117581,83,2020-02-10,"07:56:07","15:17:53"
35117583,83,2020-02-12,"14:58:36","21:54:15"
35117584,83,2020-02-13,"14:54:25","21:57:39"
35117585,83,2020-02-14,"07:54:50","15:09:24"
35117586,83,2020-02-15,"07:57:29","15:18:33"
35117587,83,2020-02-16,"07:55:27","15:07:11"
35117588,83,2020-02-17,"14:58:27","22:01:26"
35117590,83,2020-02-19,"14:56:37","22:04:20"
35117591,83,2020-02-20,"07:59:09","15:11:27"
35117592,83,2020-02-21,"08:04:10","15:11:03"
35117593,83,2020-02-22,"15:01:22","21:56:12"
35117594,83,2020-02-23,"15:02:14","22:02:37"
35117595,83,2020-02-24,"14:52:57","22:00:04"
35117597,83,2020-02-26,"07:56:37","16:05:30"
35117598,83,2020-02-27,"07:58:28","15:10:11"
35117599,83,2020-02-28,"14:54:27","21:57:03"
35117600,83,2020-02-29,"07:54:06","15:48:09"
35117601,84,2020-02-01,"08:23:45","16:26:46"
35117603,84,2020-02-03,"15:17:56","21:59:20"
35117604,84,2020-02-04,"15:21:01","22:15:59"
35117605,84,2020-02-05,"08:21:55","15:38:30"
35117606,84,2020-02-06,"08:24:30","16:49:48"
35117607,84,2020-02-07,"08:13:48","16:18:29"
35117609,84,2020-02-09,"15:24:11","22:19:21"
35117610,84,2020-02-10,"15:35:18","22:07:22"
35117611,84,2020-02-11,"15:18:22","22:12:25"
35117612,84,2020-02-12,"08:23:30","16:14:41"
35117613,84,2020-02-13,"08:25:18","16:47:37"
35117615,84,2020-02-15,"15:20:03","23:06:46"
35117616,84,2020-02-16,"08:40:30","15:20:41"
35117617,84,2020-02-17,"08:17:12","16:01:19"
35117618,84,2020-02-18,"15:26:02","22:19:31"
35117619,84,2020-02-19,"15:08:02","22:17:52"
35117620,84,2020-02-20,"08:08:00","15:59:00"
35117621,84,2020-02-21,"08:20:18","16:34:59"
35117622,84,2020-02-22,"08:00:25","16:18:39"
35117624,84,2020-02-24,"15:12:04","22:21:29"
35117625,84,2020-02-25,"15:32:56","22:10:48"
35117626,84,2020-02-26,"15:16:48","22:19:15"
35117627,84,2020-02-27,"15:05:07","22:07:28"
35117628,84,2020-02-28,"15:10:39","22:41:34"
35117629,84,2020-02-29,"08:39:53","15:48:25"
35117630,85,2020-02-01,"14:43:40","22:10:25"
35117631,85,2020-02-02,"14:46:27","22:05:56"
35117632,85,2020-02-03,"14:30:37","22:00:04"
